# EEE =   0.990000   n_T = 800   NE_HI = 30
# T_keV                w_T[ev/(kg dia)]        n_F   p_F                     lambda_creados
  2.665707133917E+00    4.06634654882044E-04      21    9.21643732308927E-01    1.95023097977418E+01
  2.669837296621E+00    4.01396668580990E-04      21    9.21166632174360E-01    1.95282223451869E+01
  2.673967459324E+00    3.96219620607290E-04      21    9.20690416523731E-01    1.95541232075085E+01
  2.678097622028E+00    3.91102886817149E-04      21    9.20213316389164E-01    1.95800122908890E+01
  2.682227784731E+00    3.86045848604076E-04      21    9.19736215718520E-01    1.96058897719719E+01
  2.686357947434E+00    3.81047892854819E-04      21    9.19260000603968E-01    1.96317529406175E+01
  2.690488110138E+00    3.76108411905662E-04      21    9.18978351073668E-01    1.96576038365914E+01
  2.694618272841E+00    3.71226803499101E-04      21    9.18788683832405E-01    1.96834403823155E+01
  2.698748435544E+00    3.66402470740876E-04      21    9.18599012862969E-01    1.97092673746317E+01
  2.702878598248E+00    3.61634822057351E-04      21    9.18408866655774E-01    1.97350814029208E+01
  2.707008760951E+00    3.56923271153273E-04      22    9.18218729497826E-01    1.97608831351797E+01
  2.711138923655E+00    3.52268132280180E-04      22    9.18029528445074E-01    1.97866723363866E+01
  2.715269086358E+00    3.47670840346203E-04      22    9.17974307436279E-01    1.98124488844524E+01
  2.719399249061E+00    3.43127816222533E-04      22    9.18414751096081E-01    1.98382128414692E+01
  2.723529411765E+00    3.38638495978618E-04      22    9.18854151220297E-01    1.98639650611790E+01
  2.727659574468E+00    3.34202320736726E-04      22    9.19294657974724E-01    1.98897029429497E+01
  2.731789737171E+00    3.29818736631930E-04      22    9.19734173111126E-01    1.99154313386850E+01
  2.735919899875E+00    3.25487194772414E-04      22    9.20174458223155E-01    1.99411464656017E+01
  2.740050062578E+00    3.21207151200118E-04      22    9.20614964977582E-01    1.99668499980708E+01
  2.744180225282E+00    3.16978066851691E-04      22    9.20943555163366E-01    1.99925395637960E+01
  2.748310387985E+00    3.12799407519765E-04      22    9.21235344707560E-01    2.00182192191057E+01
  2.752440550688E+00    3.08670643814551E-04      22    9.21526181320294E-01    2.00438831586473E+01
  2.756570713392E+00    3.04591251125740E-04      22    9.21817956581920E-01    2.00695374631216E+01
  2.760700876095E+00    3.00560709584718E-04      22    9.22109452572722E-01    2.00951792369280E+01
  2.764831038798E+00    2.96579087689128E-04      22    9.22400580995383E-01    2.01208093183484E+01
  2.768961201502E+00    2.92647641650635E-04      22    9.22529326295352E-01    2.01464258372008E+01
  2.773091364205E+00    2.88763431378921E-04      22    9.22235676092039E-01    2.01720314411492E+01
  2.777221526909E+00    2.84925957030061E-04      22    9.21943076009229E-01    2.01976244035665E+01
  2.781351689612E+00    2.81134723300286E-04      22    9.21649421532387E-01    2.02232036269829E+01
  2.785481852315E+00    2.77389239390132E-04      22    9.21356804756800E-01    2.02487728074842E+01
  2.789612015019E+00    2.73689018968902E-04      22    9.21063616167509E-01    2.02743301604853E+01
  2.793742177722E+00    2.70033580139396E-04      22    9.20773591816325E-01    2.02998743550250E+01
  2.797872340426E+00    2.66422445402920E-04      22    9.20606200040721E-01    2.03254064085267E+01
  2.802002503129E+00    2.62855141624586E-04      22    9.20470692310193E-01    2.03509280418513E+01
  2.806132665832E+00    2.59331199998874E-04      22    9.20336151770369E-01    2.03764353737125E+01
  2.810262828536E+00    2.55850156015469E-04      22    9.20201172289011E-01    2.04019320621171E+01
  2.814392991239E+00    2.52411549425371E-04      22    9.20066103500017E-01    2.04274152819075E+01
  2.818523153942E+00    2.49014924207267E-04      22    9.19931595769490E-01    2.04528892003248E+01
  2.822653316646E+00    2.45659828534171E-04      22    9.19939823922076E-01    2.04783499198821E+01
  2.826783479349E+00    2.42345814740322E-04      22    9.20224192710129E-01    2.05037986703738E+01
  2.830913642053E+00    2.39074358271957E-04      22    9.20508145486883E-01    2.05292353240699E+01
  2.835043804756E+00    2.35843243018599E-04      22    9.20792308673290E-01    2.05546597799649E+01
  2.839173967459E+00    2.32651826678032E-04      22    9.21076476222414E-01    2.05800736371583E+01
  2.843304130163E+00    2.29499679080118E-04      22    9.21360492150561E-01    2.06054735646406E+01
  2.847434292866E+00    2.26386374039588E-04      22    9.21644802721939E-01    2.06308621235720E+01
  2.851564455569E+00    2.23311489324590E-04      22    9.21944508370425E-01    2.06562406422872E+01
  2.855694618273E+00    2.20274606625484E-04      22    9.22247577686394E-01    2.06816062343318E+01
  2.859824780976E+00    2.17275311523872E-04      22    9.22550720139751E-01    2.07069592464480E+01
  2.863954943680E+00    2.14313193461867E-04      22    9.22853789455719E-01    2.07323018725123E+01
  2.868085106383E+00    2.11387845711601E-04      22    9.23156862779055E-01    2.07576314360159E+01
  2.872215269086E+00    2.08498865344955E-04      23    9.23459001225045E-01    2.07829490616401E+01
  2.876345431790E+00    2.05645853203534E-04      23    9.23547574086542E-01    2.08082574564796E+01
  2.880475594493E+00    2.02828413868858E-04      23    9.23325496948082E-01    2.08335502297055E+01
  2.884605757196E+00    2.00046155632779E-04      23    9.23103473808255E-01    2.08588347073261E+01
  2.888735919900E+00    1.97298690468133E-04      23    9.22881613028598E-01    2.08841058569931E+01
  2.892866082603E+00    1.94585633999597E-04      23    9.22659373529968E-01    2.09093660306989E+01
  2.896996245307E+00    1.91906605474782E-04      23    9.22437350390141E-01    2.09346139963714E+01
  2.901126408010E+00    1.89261227735524E-04      23    9.22234548568748E-01    2.09598499786796E+01
  2.905256570713E+00    1.86649127189411E-04      23    9.22400423945859E-01    2.09850736797432E+01
  2.909386733417E+00    1.84070874299356E-04      23    9.22610619963266E-01    2.10102875672118E+01
  2.913516896120E+00    1.81525513959175E-04      23    9.22820402056740E-01    2.10354872216335E+01
  2.917647058824E+00    1.79012284913897E-04      23    9.23031132885690E-01    2.10606777974783E+01
  2.921777221527E+00    1.76530828476366E-04      23    9.23241105531778E-01    2.10858581895185E+01
  2.925907384230E+00    1.74080789373663E-04      23    9.23451063864006E-01    2.11110231370799E+01
  2.930037546934E+00    1.71661815719977E-04      23    9.23426092795420E-01    2.11361797428125E+01
  2.934167709637E+00    1.69273558989677E-04      23    9.23139892909541E-01    2.11613221328905E+01
  2.938297872340E+00    1.66915673990595E-04      23    9.22853710199095E-01    2.11864554942920E+01
  2.942428035044E+00    1.64587818837484E-04      23    9.22566756271724E-01    2.12115757734312E+01
  2.946558197747E+00    1.62289654925683E-04      23    9.22280431324357E-01    2.12366838991844E+01
  2.950688360451E+00    1.60020846904972E-04      23    9.21994300474705E-01    2.12617818548325E+01
  2.954818523154E+00    1.57781062653615E-04      23    9.21740929453541E-01    2.12868684124928E+01
  2.958948685857E+00    1.55569973252589E-04      23    9.21826081890641E-01    2.13119420507158E+01
  2.963078848561E+00    1.53387252960004E-04      23    9.21942659460690E-01    2.13370053058554E+01
  2.967209011264E+00    1.51232579185706E-04      23    9.22059243825644E-01    2.13620575432318E+01
  2.971339173967E+00    1.49105632466059E-04      23    9.22175179858281E-01    2.13870974446300E+01
  2.975469336671E+00    1.47006096438915E-04      23    9.22291926044774E-01    2.14121274805594E+01
  2.979599499374E+00    1.44933657818754E-04      23    9.22407700255873E-01    2.14371441838448E+01
  2.983729662078E+00    1.42888006372013E-04      23    9.22449023951676E-01    2.14621505903691E+01
  2.987859824781E+00    1.40868834892581E-04      23    9.22425542682457E-01    2.14871456822548E+01
  2.991989987484E+00    1.38875839177472E-04      23    9.22401957689764E-01    2.15121284051405E+01
  2.996120150188E+00    1.36908718002673E-04      23    9.22378373068010E-01    2.15371011726267E+01
  3.000250312891E+00    1.34967173099160E-04      23    9.22354782978039E-01    2.15620627754795E+01
  3.004380475594E+00    1.33050909129081E-04      23    9.22331198356284E-01    2.15870125087731E+01
  3.008510638298E+00    1.31159633662118E-04      23    9.22336715953081E-01    2.16119493196814E+01
  3.012640801001E+00    1.29293057151998E-04      23    9.22728342131355E-01    2.16368774292011E+01
  3.016770963705E+00    1.27450892913185E-04      23    9.23119621978772E-01    2.16617936315482E+01
  3.020901126408E+00    1.25632857097724E-04      23    9.23511079049736E-01    2.16866962402454E+01
  3.025031289111E+00    1.23838668672256E-04      23    9.23902532594999E-01    2.17115899522798E+01
  3.029161451815E+00    1.22068319025212E-04      24    9.24293940397986E-01    2.17364726892604E+01
  3.033291614518E+00    1.20321500226580E-04      24    9.24685443211225E-01    2.17613443245721E+01
  3.037421777222E+00    1.18597676846084E-04      24    9.24921970134404E-01    2.17862041371645E+01
  3.041551939925E+00    1.16896579496686E-04      24    9.25057477864932E-01    2.18110509758320E+01
  3.045682102628E+00    1.15217941484116E-04      24    9.25194018404756E-01    2.18358897744547E+01
  3.049812265332E+00    1.13561498784908E-04      24    9.25329526135284E-01    2.18607167715876E+01
  3.053942428035E+00    1.11926990024593E-04      24    9.25465066675107E-01    2.18855299730541E+01
  3.058072590738E+00    1.10314156456043E-04      24    9.25600574405635E-01    2.19103337895203E+01
  3.062202753442E+00    1.08722741937956E-04      24    9.25634601128205E-01    2.19351272810958E+01
  3.066332916145E+00    1.07152492913499E-04      24    9.25186471578879E-01    2.19599099516668E+01
  3.070463078849E+00    1.05603158389087E-04      24    9.24718840677470E-01    2.19846808498228E+01
  3.074593241552E+00    1.04074489913317E-04      24    9.24251184611750E-01    2.20094392370986E+01
  3.078723404255E+00    1.02566241556031E-04      24    9.23783465409171E-01    2.20341889731310E+01
  3.082853566959E+00    1.01078169887539E-04      24    9.23315702974583E-01    2.20589266961953E+01
  3.086983729662E+00    9.96100339579665E-05      24    9.22848090140872E-01    2.20836524681707E+01
  3.091113892365E+00    9.81615952767554E-05      24    9.23032755041546E-01    2.21083683969511E+01
  3.095244055069E+00    9.67326177922931E-05      24    9.23541909031026E-01    2.21330746075030E+01
  3.099374217772E+00    9.53228678716864E-05      24    9.24051186055365E-01    2.21577656522332E+01
  3.103504380476E+00    9.39321142806670E-05      24    9.24560340044844E-01    2.21824501648840E+01
  3.107634543179E+00    9.25601281636357E-05      24    9.25069593551447E-01    2.22071213425122E+01
  3.111764705882E+00    9.12066830238395E-05      24    9.25578771058663E-01    2.22317823235524E+01
  3.115894868586E+00    8.98715547036799E-05      24    9.25945229980743E-01    2.22564312420865E+01
  3.120025031289E+00    8.85545213651572E-05      24    9.25739919171008E-01    2.22810700929682E+01
  3.124155193992E+00    8.72553634704417E-05      24    9.25534657575216E-01    2.23056989495103E+01
  3.128285356696E+00    8.59738637625783E-05      24    9.25329470923583E-01    2.23303180687503E+01
  3.132415519399E+00    8.47098072463169E-05      24    9.25124336352601E-01    2.23549231509221E+01
  3.136545682103E+00    8.34629811690731E-05      24    9.24919251679090E-01    2.23795196904978E+01
  3.140675844806E+00    8.22331750020139E-05      24    9.24714147283968E-01    2.24041029134930E+01
  3.144806007509E+00    8.10201804212710E-05      24    9.24840248571993E-01    2.24286768707224E+01
  3.148936170213E+00    7.98237912892787E-05      24    9.25087637599802E-01    2.24532406073309E+01
  3.153066332916E+00    7.86438036362334E-05      24    9.25334304828233E-01    2.24777903245685E+01
  3.157196495620E+00    7.74800156416800E-05      24    9.25581912589815E-01    2.25023337230103E+01
  3.161326658323E+00    7.63322276162178E-05      24    9.25829032079573E-01    2.25268647263617E+01
  3.165456821026E+00    7.52002419833282E-05      24    9.26076523069250E-01    2.25513838263865E+01
  3.169586983730E+00    7.40838632613229E-05      24    9.26236084418579E-01    2.25758934259856E+01
  3.173717146433E+00    7.29828980454114E-05      24    9.26150530510950E-01    2.26003911567396E+01
  3.177847309136E+00    7.18971549898874E-05      24    9.26064837816751E-01    2.26248797918098E+01
  3.181977471840E+00    7.08264447904328E-05      24    9.25979517001344E-01    2.26493568905525E+01
  3.186107634543E+00    6.97705801665378E-05      24    9.25894432647782E-01    2.26738208220325E+01
  3.190237797247E+00    6.87293758440383E-05      25    9.25808740316202E-01    2.26982775304200E+01
  3.194367959950E+00    6.77026485377675E-05      25    9.25724818386184E-01    2.27227245362482E+01
  3.198498122653E+00    6.66902169343234E-05      25    9.25762054043973E-01    2.27471575598306E+01
  3.202628285357E+00    6.56919016749475E-05      25    9.25832630986957E-01    2.27715817759254E+01
  3.206758448060E+00    6.47075253385186E-05      25    9.25903225018115E-01    2.27959920289986E+01
  3.210888610763E+00    6.37369124246582E-05      25    9.25973801961098E-01    2.28203971372283E+01
  3.215018773467E+00    6.27798893369463E-05      25    9.26044378904081E-01    2.28447894979296E+01
  3.219148936170E+00    6.18362843662491E-05      25    9.26114972935239E-01    2.28691680327783E+01
  3.223279098874E+00    6.09059276741558E-05      25    9.26125520194844E-01    2.28935407733276E+01
  3.227409261577E+00    5.99886512765248E-05      25    9.26011578342627E-01    2.29178999556816E+01
  3.231539424280E+00    5.90842890271381E-05      25    9.25898646636217E-01    2.29422500825292E+01
  3.235669586984E+00    5.81926766014646E-05      25    9.25784723527444E-01    2.29665889378864E+01
  3.239799749687E+00    5.73136514805289E-05      25    9.25671773077591E-01    2.29909154561582E+01
  3.243929912390E+00    5.64470529348871E-05      25    9.25557849968818E-01    2.30152337063087E+01
  3.248060075094E+00    5.55927220087098E-05      25    9.25444926860045E-01    2.30395424953698E+01
  3.252190237797E+00    5.47505015039675E-05      25    9.25338853179427E-01    2.30638394065652E+01
  3.256320400501E+00    5.39202359647233E-05      25    9.25234399303812E-01    2.30881254750976E+01
  3.260450563204E+00    5.31017716615272E-05      25    9.25130938550925E-01    2.31124017803113E+01
  3.264580725907E+00    5.22949565759152E-05      25    9.25026466262083E-01    2.31366681097358E+01
  3.268710888611E+00    5.14996403850104E-05      25    9.24922012386467E-01    2.31609223781486E+01
  3.272841051314E+00    5.07156744462257E-05      25    9.24817533220353E-01    2.31851657138509E+01
  3.276971214018E+00    4.99429117820691E-05      25    9.24827752502487E-01    2.32094008689525E+01
  3.281101376721E+00    4.91812070650486E-05      25    9.25012269826853E-01    2.32336241636870E+01
  3.285231539424E+00    4.84304166026784E-05      25    9.25196797035255E-01    2.32578385427564E+01
  3.289361702128E+00    4.76903983225843E-05      25    9.25381297087012E-01    2.32820422957771E+01
  3.293491864831E+00    4.69610117577089E-05      25    9.25565694308378E-01    2.33062318883966E+01
  3.297622027534E+00    4.62421180316141E-05      25    9.25750023798545E-01    2.33304161871091E+01
  3.301752190238E+00    4.55335798438832E-05      25    9.25941420518813E-01    2.33545880269257E+01
  3.305882352941E+00    4.48352614556204E-05      25    9.26248837039122E-01    2.33787504046522E+01
  3.310012515645E+00    4.41470286750461E-05      25    9.26573490976845E-01    2.34028997109640E+01
  3.314142678348E+00    4.34687488431904E-05      25    9.26898144914568E-01    2.34270430214293E+01
  3.318272841051E+00    4.28002908196813E-05      25    9.27222877457896E-01    2.34511724972256E+01
  3.322403003755E+00    4.21415249686302E-05      25    9.27547531395618E-01    2.34752926575163E+01
  3.326533166458E+00    4.14925240149690E-05      25    9.27872263938946E-01    2.34994029828797E+01
  3.330663329161E+00    4.08529877991663E-05      25    9.27890200165621E-01    2.35235028374579E+01
  3.334793491865E+00    4.02227638999144E-05      25    9.27545876612683E-01    2.35475949781662E+01
  3.338923654568E+00    3.96017284147917E-05      25    9.27202285811810E-01    2.35716708669600E+01
  3.343053817272E+00    3.89897588807925E-05      25    9.26858870330052E-01    2.35957412151440E+01
  3.347183979975E+00    3.83867342607176E-05      25    9.26515407963785E-01    2.36198019294574E+01
  3.351314142678E+00    3.77925349296572E-05      26    9.26171955976242E-01    2.36438502347573E+01
  3.355444305382E+00    3.72070426615664E-05      26    9.25844609198785E-01    2.36678872191608E+01
  3.359574468085E+00    3.66301406159326E-05      26    9.25765286194209E-01    2.36919158325486E+01
  3.363704630788E+00    3.60617133245343E-05      26    9.25703178484384E-01    2.37159360116746E+01
  3.367834793492E+00    3.55016466782898E-05      26    9.25642070774558E-01    2.37399435426828E+01
  3.371964956195E+00    3.49498279141983E-05      26    9.25580948027139E-01    2.37639406688488E+01
  3.376095118899E+00    3.44061456023696E-05      26    9.25519840317314E-01    2.37879298764335E+01
  3.380225281602E+00    3.38704896331440E-05      26    9.25458730372610E-01    2.38119068793961E+01
  3.384355444305E+00    3.33427512043021E-05      26    9.25621396281408E-01    2.38358761564752E+01
  3.388485607009E+00    3.28228228083625E-05      26    9.25987601028114E-01    2.38598339803824E+01
  3.392615769712E+00    3.23105982199692E-05      26    9.26354485346943E-01    2.38837814464171E+01
  3.396745932416E+00    3.18059724833659E-05      26    9.26721043254684E-01    2.39077176546190E+01
  3.400876095119E+00    3.13088418999599E-05      26    9.27087509141899E-01    2.39316453364510E+01
  3.405006257822E+00    3.08191040159712E-05      26    9.27453574515992E-01    2.39555618438905E+01
  3.409136420526E+00    3.03366576101710E-05      26    9.27775881109076E-01    2.39794701897733E+01
  3.413266583229E+00    2.98614026817053E-05      26    9.27593501486982E-01    2.40033676525358E+01
  3.417396745932E+00    2.93932404380050E-05      26    9.27398432351786E-01    2.40272550387723E+01
  3.421526908636E+00    2.89320732827834E-05      26    9.27202639989153E-01    2.40511328065962E+01
  3.425657071339E+00    2.84778048041170E-05      26    9.27007800463156E-01    2.40749982722030E+01
  3.429787234043E+00    2.80303397626146E-05      26    9.26812008100522E-01    2.40988566683008E+01
  3.433917396746E+00    2.75895840796683E-05      26    9.26617215737888E-01    2.41227062505031E+01
  3.438047559449E+00    2.71554448257914E-05      26    9.26863438586511E-01    2.41465420435693E+01
  3.442177722153E+00    2.67278302090400E-05      26    9.27418761819499E-01    2.41703700922821E+01
  3.446307884856E+00    2.63066495635174E-05      26    9.27973541569819E-01    2.41941879024293E+01
  3.450438047559E+00    2.58918133379643E-05      26    9.28528687880527E-01    2.42179950480411E+01
  3.454568210263E+00    2.54834240703921E-05      26    9.29083834191235E-01    2.42417921141120E+01
  3.458698372966E+00    2.50812874954863E-05      26    9.29639115156762E-01    2.42655789669168E+01
  3.462828535670E+00    2.46852295947794E-05      26    9.30051456084460E-01    2.42893581327611E+01
  3.466958698373E+00    2.42951651256081E-05      26    9.29737013064381E-01    2.43131258692319E+01
  3.471088861076E+00    2.39110099066151E-05      26    9.29389727332611E-01    2.43368858619498E+01
  3.475219023780E+00    2.35326808067866E-05      26    9.29041488773133E-01    2.43606341780248E+01
  3.479349186483E+00    2.31600957345703E-05      26    9.28694173777413E-01    2.43843724426544E+01
  3.483479349186E+00    2.27931736270755E-05      26    9.28345927580357E-01    2.44081019157050E+01
  3.487609511890E+00    2.24318344393547E-05      26    9.27998689020880E-01    2.44318194517207E+01
  3.491739674593E+00    2.20759991337649E-05      26    9.27991506373740E-01    2.44555303386489E+01
  3.495869837297E+00    2.17255896694110E-05      26    9.28165334979558E-01    2.44792301379348E+01
  3.500000000000E+00    1.06902644958341E-05      26    9.28338610389610E-01    2.45029198181818E+01
