# sin2theta_W    chi2
  0.424213       15.6305
  0.424377       15.6417
  0.424540       15.6528
  0.424703       15.6640
  0.424867       15.6751
  0.425030       15.6863
  0.425193       15.6974
  0.425357       15.7085
  0.425520       15.7197
  0.425683       15.7308
  0.425847       15.7420
  0.426010       15.7531
  0.426173       15.7642
  0.426337       15.7754
  0.426500       15.7865
  0.426663       15.7977
  0.426827       15.8088
  0.426990       15.8199
  0.427153       15.8311
  0.427317       15.8422
  0.427480       15.8533
  0.427643       15.8645
  0.427807       15.8756
  0.427970       15.8867
  0.428133       15.8978
  0.428297       15.9090
  0.428460       15.9201
  0.428623       15.9312
  0.428787       15.9423
  0.428950       15.9535
  0.429113       15.9646
  0.429277       15.9757
  0.429440       15.9868
  0.429603       15.9980
  0.429767       16.0091
  0.429930       16.0202
  0.430093       16.0313
  0.430257       16.0424
  0.430420       16.0536
  0.430583       16.0647
  0.430747       16.0758
  0.430910       16.0869
  0.431073       16.0980
  0.431237       16.1091
  0.431400       16.1202
  0.431563       16.1313
  0.431727       16.1424
  0.431890       16.1535
  0.432053       16.1647
  0.432217       16.1758
  0.432380       16.1869
  0.432543       16.1980
  0.432707       16.2091
  0.432870       16.2202
  0.433033       16.2313
  0.433197       16.2424
  0.433360       16.2535
  0.433523       16.2645
  0.433687       16.2756
  0.433850       16.2867
  0.434013       16.2978
  0.434177       16.3089
  0.434340       16.3200
  0.434503       16.3311
  0.434667       16.3422
  0.434830       16.3533
  0.434993       16.3643
  0.435157       16.3754
  0.435320       16.3865
  0.435483       16.3976
  0.435647       16.4087
  0.435810       16.4197
  0.435973       16.4308
  0.436137       16.4419
  0.436300       16.4529
  0.436463       16.4640
  0.436627       16.4751
  0.436790       16.4862
  0.436953       16.4972
  0.437117       16.5083
  0.437280       16.5193
  0.437443       16.5304
  0.437607       16.5415
  0.437770       16.5525
  0.437933       16.5636
  0.438097       16.5746
  0.438260       16.5857
  0.438423       16.5967
  0.438587       16.6078
  0.438750       16.6188
  0.438913       16.6299
  0.439077       16.6409
  0.439240       16.6520
  0.439403       16.6630
  0.439567       16.6741
  0.439730       16.6851
  0.439893       16.6961
  0.440057       16.7072
  0.440220       16.7182
  0.440383       16.7292
  0.440547       16.7403
  0.440710       16.7513
  0.440873       16.7623
  0.441037       16.7734
  0.441200       16.7844
  0.441363       16.7954
  0.441527       16.8064
  0.441690       16.8175
  0.441853       16.8285
  0.442017       16.8395
  0.442180       16.8505
  0.442343       16.8615
  0.442507       16.8725
  0.442670       16.8835
  0.442833       16.8945
  0.442997       16.9055
  0.443160       16.9165
  0.443323       16.9275
  0.443487       16.9385
  0.443650       16.9495
  0.443813       16.9605
  0.443977       16.9715
  0.444140       16.9825
  0.444303       16.9935
  0.444467       17.0045
  0.444630       17.0155
  0.444793       17.0265
  0.444957       17.0374
  0.445120       17.0484
  0.445283       17.0594
  0.445447       17.0704
  0.445610       17.0814
  0.445773       17.0923
  0.445937       17.1033
  0.446100       17.1143
  0.446263       17.1252
  0.446427       17.1362
  0.446590       17.1472
  0.446753       17.1581
  0.446917       17.1691
  0.447080       17.1800
  0.447243       17.1910
  0.447407       17.2019
  0.447570       17.2129
  0.447733       17.2238
  0.447897       17.2348
  0.448060       17.2457
  0.448223       17.2567
  0.448387       17.2676
  0.448550       17.2785
  0.448713       17.2895
  0.448877       17.3004
  0.449040       17.3113
  0.449203       17.3223
  0.449367       17.3332
  0.449530       17.3441
  0.449693       17.3550
  0.449857       17.3659
  0.450020       17.3769
  0.450183       17.3878
  0.450347       17.3987
  0.450510       17.4096
  0.450673       17.4205
  0.450837       17.4314
  0.451000       17.4423
  0.451163       17.4532
  0.451327       17.4641
  0.451490       17.4750
  0.451653       17.4859
  0.451817       17.4968
  0.451980       17.5077
  0.452143       17.5186
  0.452307       17.5295
  0.452470       17.5403
  0.452633       17.5512
  0.452797       17.5621
  0.452960       17.5730
  0.453123       17.5838
  0.453287       17.5947
  0.453450       17.6056
  0.453613       17.6164
  0.453777       17.6273
  0.453940       17.6382
  0.454103       17.6490
  0.454267       17.6599
  0.454430       17.6707
  0.454593       17.6816
  0.454757       17.6924
  0.454920       17.7033
  0.455083       17.7141
  0.455247       17.7250
  0.455410       17.7358
  0.455573       17.7466
  0.455737       17.7575
  0.455900       17.7683
  0.456063       17.7791
  0.456227       17.7900
  0.456390       17.8008
  0.456553       17.8116
  0.456717       17.8224
  0.456880       17.8332
  0.457043       17.8440
  0.457207       17.8549
  0.457370       17.8657
  0.457533       17.8765
  0.457697       17.8873
  0.457860       17.8981
  0.458023       17.9089
  0.458187       17.9197
  0.458350       17.9305
  0.458513       17.9412
  0.458677       17.9520
  0.458840       17.9628
  0.459003       17.9736
  0.459167       17.9844
  0.459330       17.9951
  0.459493       18.0059
  0.459657       18.0167
  0.459820       18.0275
  0.459983       18.0382
  0.460147       18.0490
  0.460310       18.0597
  0.460473       18.0705
  0.460637       18.0813
  0.460800       18.0920
  0.460963       18.1028
  0.461127       18.1135
  0.461290       18.1242
  0.461453       18.1350
  0.461617       18.1457
  0.461780       18.1565
  0.461943       18.1672
  0.462107       18.1779
  0.462270       18.1886
  0.462433       18.1994
  0.462597       18.2101
  0.462760       18.2208
  0.462923       18.2315
  0.463087       18.2422
  0.463250       18.2529
  0.463413       18.2636
  0.463577       18.2744
  0.463740       18.2851
  0.463903       18.2957
  0.464067       18.3064
  0.464230       18.3171
  0.464393       18.3278
  0.464557       18.3385
  0.464720       18.3492
  0.464883       18.3599
  0.465047       18.3706
  0.465210       18.3812
  0.465373       18.3919
  0.465537       18.4026
  0.465700       18.4132
  0.465863       18.4239
  0.466027       18.4346
  0.466190       18.4452
  0.466353       18.4559
  0.466517       18.4665
  0.466680       18.4772
  0.466843       18.4878
  0.467007       18.4984
  0.467170       18.5091
  0.467333       18.5197
  0.467497       18.5304
  0.467660       18.5410
  0.467823       18.5516
  0.467987       18.5622
  0.468150       18.5729
  0.468313       18.5835
  0.468477       18.5941
  0.468640       18.6047
  0.468803       18.6153
  0.468967       18.6259
  0.469130       18.6365
  0.469293       18.6471
  0.469457       18.6577
  0.469620       18.6683
  0.469783       18.6789
  0.469947       18.6895
  0.470110       18.7001
  0.470273       18.7106
  0.470437       18.7212
  0.470600       18.7318
  0.470763       18.7424
  0.470927       18.7529
  0.471090       18.7635
  0.471253       18.7741
  0.471417       18.7846
  0.471580       18.7952
  0.471743       18.8057
  0.471907       18.8163
  0.472070       18.8268
  0.472233       18.8374
  0.472397       18.8479
  0.472560       18.8584
  0.472723       18.8690
  0.472887       18.8795
  0.473050       18.8900
  0.473213       18.9005
  0.473377       18.9111
  0.473540       18.9216
  0.473703       18.9321
  0.473867       18.9426
  0.474030       18.9531
  0.474193       18.9636
  0.474357       18.9741
  0.474520       18.9846
  0.474683       18.9951
  0.474847       19.0056
  0.475010       19.0161
  0.475173       19.0266
  0.475337       19.0370
  0.475500       19.0475
  0.475663       19.0580
  0.475827       19.0685
  0.475990       19.0789
  0.476153       19.0894
  0.476317       19.0999
  0.476480       19.1103
  0.476643       19.1208
  0.476807       19.1312
  0.476970       19.1417
  0.477133       19.1521
  0.477297       19.1625
  0.477460       19.1730
  0.477623       19.1834
  0.477787       19.1938
  0.477950       19.2043
  0.478113       19.2147
  0.478277       19.2251
  0.478440       19.2355
  0.478603       19.2459
  0.478767       19.2564
  0.478930       19.2668
  0.479093       19.2772
  0.479257       19.2876
  0.479420       19.2980
  0.479583       19.3083
  0.479747       19.3187
  0.479910       19.3291
  0.480073       19.3395
  0.480237       19.3499
  0.480400       19.3603
  0.480563       19.3706
  0.480727       19.3810
  0.480890       19.3914
  0.481053       19.4017
  0.481217       19.4121
  0.481380       19.4224
  0.481543       19.4328
  0.481707       19.4431
  0.481870       19.4535
  0.482033       19.4638
  0.482197       19.4742
  0.482360       19.4845
  0.482523       19.4948
  0.482687       19.5051
  0.482850       19.5155
  0.483013       19.5258
  0.483177       19.5361
  0.483340       19.5464
  0.483503       19.5567
  0.483667       19.5670
  0.483830       19.5773
  0.483993       19.5876
  0.484157       19.5979
  0.484320       19.6082
  0.484483       19.6185
  0.484647       19.6288
  0.484810       19.6391
  0.484973       19.6493
  0.485137       19.6596
  0.485300       19.6699
  0.485463       19.6802
  0.485627       19.6904
  0.485790       19.7007
  0.485953       19.7109
  0.486117       19.7212
  0.486280       19.7314
  0.486443       19.7417
  0.486607       19.7519
  0.486770       19.7621
  0.486933       19.7724
  0.487097       19.7826
  0.487260       19.7928
  0.487423       19.8031
  0.487587       19.8133
  0.487750       19.8235
  0.487913       19.8337
  0.488077       19.8439
  0.488240       19.8541
  0.488403       19.8643
  0.488567       19.8745
  0.488730       19.8847
  0.488893       19.8949
  0.489057       19.9051
  0.489220       19.9153
  0.489383       19.9254
  0.489547       19.9356
  0.489710       19.9458
  0.489873       19.9559
  0.490037       19.9661
  0.490200       19.9763
  0.490363       19.9864
  0.490527       19.9966
  0.490690       20.0067
  0.490853       20.0169
  0.491017       20.0270
  0.491180       20.0371
  0.491343       20.0473
  0.491507       20.0574
  0.491670       20.0675
  0.491833       20.0777
  0.491997       20.0878
  0.492160       20.0979
  0.492323       20.1080
  0.492487       20.1181
  0.492650       20.1282
  0.492813       20.1383
  0.492977       20.1484
  0.493140       20.1585
  0.493303       20.1686
  0.493467       20.1787
  0.493630       20.1888
  0.493793       20.1988
  0.493957       20.2089
  0.494120       20.2190
  0.494283       20.2290
  0.494447       20.2391
  0.494610       20.2492
  0.494773       20.2592
  0.494937       20.2693
  0.495100       20.2793
  0.495263       20.2894
  0.495427       20.2994
  0.495590       20.3094
  0.495753       20.3195
  0.495917       20.3295
  0.496080       20.3395
  0.496243       20.3495
  0.496407       20.3595
  0.496570       20.3696
  0.496733       20.3796
  0.496897       20.3896
  0.497060       20.3996
  0.497223       20.4096
  0.497387       20.4196
  0.497550       20.4295
  0.497713       20.4395
  0.497877       20.4495
  0.498040       20.4595
  0.498203       20.4695
  0.498367       20.4794
  0.498530       20.4894
  0.498693       20.4994
  0.498857       20.5093
  0.499020       20.5193
  0.499183       20.5292
  0.499347       20.5392
  0.499510       20.5491
  0.499673       20.5590
  0.499837       20.5690
  0.500000       20.5789
